mandt,lifnr,land1,name1,name2,name3,name4,ort01,ort02,pfach,pstl2,pstlz,regio,sortl,stras,adrnr,mcod1,mcod2,mcod3,anred,bahns,bbbnr,bbsnr,begru,brsch,bubkz,datlt,dtams,dtaws,erdat,ernam,esrnr,konzs,ktokk,kunnr,lnrza,loevm,sperr,sperm,spras,stcd1,stcd2,stkza,stkzu,telbx,telf1,telf2,telfx,teltx,telx1,xcpdk,xzemp,vbund,fiskn,stceg,stkzn,sperq,gbort,gbdat,sexkz,kraus,revdb,qssys,ktock,pfort,werks,ltsna,werkr,plkal,duefl,txjcd,sperz,scacd,sfrgr,lzone,xlfza,dlgrp,fityp,stcdt,regss,actss,stcd3,stcd4,stcd5,stcd6,ipisp,taxbs,profs,stgdl,emnfr,lfurl,j_1kfrepre,j_1kftbus,j_1kftind,confs,updat,uptim,nodel,qssysdat,podkzb,fisku,stenr,carrier_conf,min_comp,term_li,crc_num,cvp_xblck,rg,exp,uf,rgdate,ric,rne,rnedate,cnae,legalnat,crtn,icmstaxpay,indtyp,tdt,comsize,decregpc,j_sc_capital,j_sc_currency,alc,pmt_office,ppa_relevant,sam_ue_id,sam_eft_ind,psofg,psois,pson1,pson2,pson3,psovn,psotl,psohs,psost,transport_chain,staging_time,scheduling_type,submi_relevant,operation_flag,is_deleted,recordstamp
800,0000021000,PT,IDES PORTUGAL,,,,Lissabon,,,,1234,31,IDES IC,Da Santos Torre 20,0000007042,IDES PORTUGAL,,LISSABON,,,0000000,00000,,HITE,0,,,,1997-12-04,MONCHANIN,,,PLNT,,,,,,E,,,,,,,,,,,,,002100,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000010000,DE,IDES AG,,,,Frankfurt,,,,60441,06,IC PROCESS,Lyoner Stern 23,0000007047,IDES AG,,FRANKFURT,,,0000000,00000,,HITE,0,,,,1997-07-21,MONCHANIN,,,PLNT,,,,,,D,,,,,,,,,,,,,001000,,DE123456789,,,,,,,,,,,1200,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000040000,CA,IDES Canada,,,,Toronto,,,,T6E 4R3,ON,IDES IC,100 Mapleleaf Drive,0000007043,IDES CANADA,,TORONTO,,,0000000,00000,,HITE,0,,,,1997-12-04,MONCHANIN,,,PLNT,,,,,,E,,,,,,,,,,,,,004000,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000020000,GB,IDES UK LTD,,,,London,,,,TW148HA,LO,IDES IC,10 Downing Street,0000007041,IDES UK LTD,,LONDON,,,0000000,00000,,HITE,0,,,,1997-12-04,MONCHANIN,,,PLNT,,,,,,E,,,,,,,,,,,,,002000,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000022101,JP,佐藤 二郎,,,,千代田区,,,,1000004,13,22101,大手町1-7-2,0000010652,佐藤 二郎,,千代田区,,,0000000,00000,,,0,,,,2000-02-18,TASHIRO,,,REIS,,,,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000022100,JP,鈴木 一郎,,,,江東区,,,,1358073,13,22100,青海2-45,0000010651,鈴木 一郎,,江東区,,,0000000,00000,,,0,,,,2000-02-18,TASHIRO,,,REIS,,,,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000020050,DE,Raymond ter Linden,,,,,,,,,,TER LINDEN,,0000044300,RAYMOND TER LINDEN,,,Herr,,0000000,00000,,,0,,,,2003-09-19,TERLINDEN,,,REIS,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,TRM-VENDOR,DE,TRM-International,,,,Walldorf,,,,69190,,TRM,Industriestrasse 12,0000043615,TRM-INTERNATIONAL,,WALLDORF,Firma,,0000000,00000,,,0,,,,2003-07-04,BAHRE,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SAL00,DE,Maul GmbH,,,,Bad König,,,,64732,,DERPFI,Danziger Straße 5,0000041475,MAUL GMBH,,BAD KÖNIG,,,0000000,00000,,TRAD,0,,,,2003-02-25,BAUERE,,,VEND,,,,,,D,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,ZZ01,DE,Med Wurst,,,,Hockenheim,,,,68766,,DERPFI,Lyoner Gasse 23,0000044667,MED WURST,,HOCKENHEIM,Dr.,,0000000,00000,,TRAD,0,,,,2003-11-21,BAUERE,,,VEND,,,,,,D,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,ZZ00,DE,Arno Nym,,,,Hockenheim,,,,68766,,DERPFI,Holzweg 12,0000044666,ARNO NYM,,HOCKENHEIM,Dr.,,0000000,00000,,TRAD,0,,,,2003-11-21,BAUERE,,,VEND,,,,,,D,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SAL50,DE,Weber,,,,Hockenheim,,,,68766,,DERPFI,Mannheimer Straße 15,0000041917,WEBER,,HOCKENHEIM,,,0000000,00000,,TRAD,0,,,,2003-03-14,BAUERE,,,VEND,,,,,,D,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,PMW00,DE,Dressler,,,,München,,,,80000,,DERPFI,Lindenstraße 1,0000044668,DRESSLER,,MÜNCHEN,Dr.,,0000000,00000,,TRAD,0,,,,2003-11-21,BAUERE,,,VEND,,,,,,D,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS27,DE,Baltus AG Gr.27,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034782,BALTUS AG GR.27,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS04,DE,Baltus AG Gr.04,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034805,BALTUS AG GR.04,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS20,DE,Baltus AG Gr.20,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034789,BALTUS AG GR.20,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS08,DE,Baltus AG Gr.08,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034801,BALTUS AG GR.08,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS06,DE,Baltus AG Gr.06,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034803,BALTUS AG GR.06,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS22,DE,Baltus AG Gr.22,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034787,BALTUS AG GR.22,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS13,DE,Baltus AG Gr.13,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034796,BALTUS AG GR.13,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS12,DE,Baltus AG Gr.12,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034797,BALTUS AG GR.12,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS14,DE,Baltus AG Gr.14,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034795,BALTUS AG GR.14,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS28,DE,Baltus AG Gr.28,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034781,BALTUS AG GR.28,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS10,DE,Baltus AG Gr.10,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034799,BALTUS AG GR.10,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS17,DE,Baltus AG Gr.17,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034792,BALTUS AG GR.17,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS16,DE,Baltus AG Gr.16,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034793,BALTUS AG GR.16,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS25,DE,Baltus AG Gr.25,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034784,BALTUS AG GR.25,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS05,DE,Baltus AG Gr.05,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034804,BALTUS AG GR.05,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS00,DE,Baltus AG Gr.00,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034776,BALTUS AG GR.00,,FRANKFURT,Company,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS03,DE,Baltus AG Gr.03,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034806,BALTUS AG GR.03,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS09,DE,Baltus AG Gr.09,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034800,BALTUS AG GR.09,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS18,DE,Baltus AG Gr.18,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034791,BALTUS AG GR.18,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS26,DE,Baltus AG Gr.26,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034783,BALTUS AG GR.26,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS07,DE,Baltus AG Gr.07,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034802,BALTUS AG GR.07,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS11,DE,Baltus AG Gr.11,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034798,BALTUS AG GR.11,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS19,DE,Baltus AG Gr.19,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034790,BALTUS AG GR.19,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS23,DE,Baltus AG Gr.23,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034786,BALTUS AG GR.23,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS24,DE,Baltus AG Gr.24,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034785,BALTUS AG GR.24,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS21,DE,Baltus AG Gr.20,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034788,BALTUS AG GR.20,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS02,DE,Baltus AG Gr.02,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034778,BALTUS AG GR.02,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS15,DE,Baltus AG Gr.15,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034794,BALTUS AG GR.15,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS29,DE,Baltus AG Gr.29,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034780,BALTUS AG GR.29,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS30,DE,Baltus AG Gr.30,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034779,BALTUS AG GR.30,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BALTUS01,DE,Baltus AG Gr.01,,,,Frankfurt,,,,60001,,SAP01,Bauweg 3,0000034777,BALTUS AG GR.01,,FRANKFURT,,,0000000,00000,,,0,,,,2002-05-28,KLOESS,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,AGENCY18,DE,Real Estate Agency Hamburg,,,,Hamburg,,,,20000,,AC010,Main Street 179,0000039407,REAL ESTATE AGENCY HAMBUR,,HAMBURG,,,0000000,00000,,TRAD,0,,,,2002-12-02,RENDES,,,VEND,,,,,,D,,,,,,5555-12112-12345,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,AGENCY16,DE,Real Estate Agency Hamburg,,,,Hamburg,,,,20000,,AC010,Main Street 179,0000039401,REAL ESTATE AGENCY HAMBUR,,HAMBURG,,,0000000,00000,,TRAD,0,,,,2002-12-02,RENDES,,,VEND,,,,,,D,,,,,,5555-12112-12345,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,AGENCY13,DE,Real Estate Agency Hamburg,,,,Hamburg,,,,20000,,AC010,Main Street 179,0000039392,REAL ESTATE AGENCY HAMBUR,,HAMBURG,,,0000000,00000,,TRAD,0,,,,2002-12-02,RENDES,,,VEND,,,,,,D,,,,,,5555-12112-12345,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,AGENCY09,DE,Real Estate Agency Hamburg,,,,Hamburg,,,,20000,,AC010,Main Street 179,0000039380,REAL ESTATE AGENCY HAMBUR,,HAMBURG,,,0000000,00000,,TRAD,0,,,,2002-12-02,RENDES,,,VEND,,,,,,D,,,,,,5555-12112-12345,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,AGENCY15,DE,Real Estate Agency Hamburg,,,,Hamburg,,,,20000,,AC010,Main Street 179,0000039398,REAL ESTATE AGENCY HAMBUR,,HAMBURG,,,0000000,00000,,TRAD,0,,,,2002-12-02,RENDES,,,VEND,,,,,,D,,,,,,5555-12112-12345,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,AGENCY06,DE,Real Estate Agency Hamburg,,,,Hamburg,,,,20000,,AC010,Main Street 179,0000039371,REAL ESTATE AGENCY HAMBUR,,HAMBURG,,,0000000,00000,,TRAD,0,,,,2002-12-02,RENDES,,,VEND,,,,,,D,,,,,,5555-12112-12345,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,AGENCY05,DE,Real Estate Agency Hamburg,,,,Hamburg,,,,20000,,AC010,Main Street 179,0000039368,REAL ESTATE AGENCY HAMBUR,,HAMBURG,,,0000000,00000,,TRAD,0,,,,2002-12-02,RENDES,,,VEND,,,,,,D,,,,,,5555-12112-12345,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
